Attrition Date,Random Number,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Staff Number,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
23-Sep-22,27,47,No,Travel_Rarely,983,Research & Development,2,Associates Degree,Medical,1,574,STAFF-574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
24-Nov-21,39,46,No,Travel_Rarely,1009,Research & Development,2,Bachelor's Degree,Life Sciences,1,575,STAFF-575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1
01-Mar-22,299,35,No,Travel_Rarely,144,Research & Development,22,Bachelor's Degree,Life Sciences,1,577,STAFF-577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3
25-Oct-22,117,54,No,Travel_Rarely,548,Research & Development,8,Master's Degree,Life Sciences,1,578,STAFF-578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0
14-Jan-23,39,34,No,Travel_Rarely,1303,Research & Development,2,Master's Degree,Life Sciences,1,579,STAFF-579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7
08-Jun-21,103,46,No,Travel_Rarely,1125,Sales,10,Bachelor's Degree,Marketing,1,580,STAFF-580,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2
20-Dec-22,130,31,No,Travel_Rarely,1274,Research & Development,9,High School,Life Sciences,1,581,STAFF-581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
08-Jul-21,118,33,Yes,Travel_Rarely,1277,Research & Development,15,High School,Medical,1,582,STAFF-582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7
22-Jul-21,83,33,Yes,Travel_Rarely,587,Research & Development,10,High School,Medical,1,584,STAFF-584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
27-May-22,76,30,No,Travel_Rarely,413,Sales,7,High School,Marketing,1,585,STAFF-585,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
03-Jun-22,221,35,No,Travel_Rarely,1276,Research & Development,16,Bachelor's Degree,Life Sciences,1,586,STAFF-586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
08-Oct-22,277,31,Yes,Travel_Frequently,534,Research & Development,20,Bachelor's Degree,Life Sciences,1,587,STAFF-587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
02-Dec-22,362,34,Yes,Travel_Frequently,988,Human Resources,23,Bachelor's Degree,Human Resources,1,590,STAFF-590,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2
11-Dec-22,42,42,No,Travel_Frequently,1474,Research & Development,5,Associates Degree,Other,1,591,STAFF-591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
11-Dec-22,80,36,No,Non-Travel,635,Sales,10,Master's Degree,Medical,1,592,STAFF-592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
02-Jan-21,81,22,Yes,Travel_Frequently,1368,Research & Development,4,High School,Technical Degree,1,593,STAFF-593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
03-Jan-21,31,48,No,Travel_Rarely,163,Sales,2,Doctoral Degree,Marketing,1,595,STAFF-595,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7
24-Feb-21,247,55,No,Travel_Rarely,1117,Sales,18,Doctoral Degree,Life Sciences,1,597,STAFF-597,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7
24-Jan-22,140,41,No,Non-Travel,267,Sales,10,Associates Degree,Life Sciences,1,599,STAFF-599,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10
31-Mar-22,22,35,No,Travel_Rarely,619,Sales,1,Bachelor's Degree,Marketing,1,600,STAFF-600,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
13-Nov-22,91,40,No,Travel_Rarely,302,Research & Development,6,Bachelor's Degree,Life Sciences,1,601,STAFF-601,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13
19-Jul-21,121,39,No,Travel_Frequently,443,Research & Development,8,High School,Life Sciences,1,602,STAFF-602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
19-Dec-21,39,31,No,Travel_Rarely,828,Sales,2,High School,Life Sciences,1,604,STAFF-604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
15-Feb-22,181,42,No,Travel_Rarely,319,Research & Development,24,Bachelor's Degree,Medical,1,605,STAFF-605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
11-Oct-22,23,45,No,Travel_Rarely,561,Sales,2,Bachelor's Degree,Other,1,606,STAFF-606,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
31-Mar-21,238,26,Yes,Travel_Frequently,426,Human Resources,17,Master's Degree,Life Sciences,1,608,STAFF-608,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0
15-Aug-21,317,29,No,Travel_Rarely,232,Research & Development,19,Bachelor's Degree,Technical Degree,1,611,STAFF-611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
22-Sep-21,20,33,No,Travel_Rarely,922,Research & Development,1,Doctoral Degree,Medical,1,612,STAFF-612,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5
15-Jan-22,104,31,No,Travel_Rarely,688,Sales,7,Bachelor's Degree,Life Sciences,1,613,STAFF-613,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
20-Mar-22,62,18,Yes,Travel_Frequently,1306,Sales,5,Bachelor's Degree,Marketing,1,614,STAFF-614,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
01-May-22,150,40,No,Non-Travel,1094,Sales,28,Bachelor's Degree,Other,1,615,STAFF-615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
18-May-22,20,41,No,Non-Travel,509,Research & Development,2,Master's Degree,Other,1,616,STAFF-616,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
28-Sep-22,216,26,No,Travel_Rarely,775,Sales,29,Associates Degree,Medical,1,618,STAFF-618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
03-Jun-21,20,35,No,Travel_Rarely,195,Sales,1,Bachelor's Degree,Medical,1,620,STAFF-620,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
17-Dec-21,286,34,No,Travel_Rarely,258,Sales,21,Master's Degree,Life Sciences,1,621,STAFF-621,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
25-Jul-22,198.5,26,Yes,Travel_Rarely,471,Research & Development,24,Bachelor's Degree,Technical Degree,1,622,STAFF-622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
24-Feb-21,29,37,No,Travel_Rarely,799,Research & Development,1,Bachelor's Degree,Technical Degree,1,623,STAFF-623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
19-Apr-21,143,46,No,Travel_Frequently,1034,Research & Development,18,High School,Medical,1,624,STAFF-624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
08-Oct-21,39,41,No,Travel_Rarely,1276,Sales,2,Doctoral Degree,Life Sciences,1,625,STAFF-625,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
09-Aug-22,73,37,No,Non-Travel,142,Sales,9,Master's Degree,Medical,1,626,STAFF-626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
31-Aug-22,109,52,No,Travel_Rarely,956,Research & Development,6,Associates Degree,Technical Degree,1,630,STAFF-630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
10-Oct-22,65,32,Yes,Non-Travel,1474,Sales,11,Master's Degree,Other,1,631,STAFF-631,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
14-Dec-22,185,24,No,Travel_Frequently,535,Sales,24,Bachelor's Degree,Medical,1,632,STAFF-632,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
08-May-22,83,38,No,Travel_Rarely,1495,Research & Development,10,Bachelor's Degree,Medical,1,634,STAFF-634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
30-Apr-21,26,37,No,Travel_Rarely,446,Research & Development,1,Master's Degree,Life Sciences,1,635,STAFF-635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
07-Jul-22,247,49,No,Travel_Rarely,1245,Research & Development,18,Master's Degree,Life Sciences,1,638,STAFF-638,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
18-Sep-21,174,24,No,Travel_Rarely,691,Research & Development,23,Bachelor's Degree,Medical,1,639,STAFF-639,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
19-Mar-21,265,26,No,Travel_Rarely,703,Sales,28,Associates Degree,Marketing,1,641,STAFF-641,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
08-Jun-21,98,24,No,Travel_Rarely,823,Research & Development,17,Associates Degree,Other,1,643,STAFF-643,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
27-May-22,38,50,No,Travel_Frequently,1246,Human Resources,3,Bachelor's Degree,Medical,1,644,STAFF-644,1,Male,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
05-Jan-23,104,25,No,Travel_Rarely,622,Sales,13,High School,Medical,1,645,STAFF-645,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
17-Nov-21,108,24,Yes,Travel_Frequently,1287,Research & Development,7,Bachelor's Degree,Life Sciences,1,647,STAFF-647,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
11-Jul-22,173,30,Yes,Travel_Frequently,448,Sales,12,Master's Degree,Life Sciences,1,648,STAFF-648,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
10-Aug-21,26,34,No,Travel_Rarely,254,Research & Development,1,Associates Degree,Life Sciences,1,649,STAFF-649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
15-Jan-22,104,31,Yes,Travel_Rarely,1365,Sales,13,Master's Degree,Medical,1,650,STAFF-650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
19-Jul-22,138,35,No,Travel_Rarely,538,Research & Development,25,Associates Degree,Other,1,652,STAFF-652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
13-Feb-22,55,31,No,Travel_Rarely,525,Sales,6,Master's Degree,Medical,1,653,STAFF-653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
14-May-22,55,27,No,Travel_Rarely,798,Research & Development,6,Master's Degree,Medical,1,655,STAFF-655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
24-Jan-22,31,37,No,Travel_Rarely,558,Sales,2,Bachelor's Degree,Marketing,1,656,STAFF-656,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
12-Oct-21,26,20,No,Travel_Rarely,959,Research & Development,1,Bachelor's Degree,Life Sciences,1,657,STAFF-657,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0
15-Oct-21,39,42,No,Travel_Rarely,622,Research & Development,2,Master's Degree,Life Sciences,1,659,STAFF-659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2
16-Dec-21,43,43,No,Travel_Rarely,782,Research & Development,6,Master's Degree,Other,1,661,STAFF-661,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
18-Jul-21,26,38,No,Travel_Rarely,362,Research & Development,1,High School,Life Sciences,1,662,STAFF-662,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
06-Aug-21,80,43,No,Travel_Frequently,1001,Research & Development,9,Doctoral Degree,Medical,1,663,STAFF-663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7
19-Nov-21,26,48,No,Travel_Rarely,1236,Research & Development,1,Master's Degree,Life Sciences,1,664,STAFF-664,4,Female,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
31-Dec-21,26,44,No,Travel_Rarely,1112,Human Resources,1,Master's Degree,Life Sciences,1,665,STAFF-665,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
04-Feb-22,237,34,No,Travel_Rarely,204,Sales,14,Bachelor's Degree,Technical Degree,1,666,STAFF-666,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6
28-Sep-21,31,27,Yes,Travel_Rarely,1420,Sales,2,High School,Marketing,1,667,STAFF-667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
05-Feb-22,365,21,No,Travel_Rarely,1343,Sales,22,High School,Technical Degree,1,669,STAFF-669,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2
11-Nov-22,28,44,No,Travel_Rarely,1315,Research & Development,3,Master's Degree,Other,1,671,STAFF-671,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1
02-Jan-21,55,22,No,Travel_Rarely,604,Research & Development,6,High School,Medical,1,675,STAFF-675,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2
14-Jan-21,85,33,No,Travel_Rarely,1216,Sales,8,Master's Degree,Marketing,1,677,STAFF-677,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2
20-Apr-21,130,32,No,Travel_Rarely,646,Research & Development,9,Master's Degree,Life Sciences,1,679,STAFF-679,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5
14-Oct-21,38,30,No,Travel_Frequently,160,Research & Development,3,Bachelor's Degree,Medical,1,680,STAFF-680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
08-Nov-21,20,53,No,Travel_Rarely,238,Sales,1,High School,Medical,1,682,STAFF-682,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10
08-Jan-21,26,34,No,Travel_Rarely,1397,Research & Development,1,Doctoral Degree,Life Sciences,1,683,STAFF-683,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
28-Jul-22,355,45,Yes,Travel_Frequently,306,Sales,26,Master's Degree,Life Sciences,1,684,STAFF-684,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
29-Aug-22,91,26,No,Travel_Rarely,991,Research & Development,6,Bachelor's Degree,Life Sciences,1,686,STAFF-686,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2
23-Jan-22,28,37,No,Travel_Rarely,482,Research & Development,3,Bachelor's Degree,Other,1,689,STAFF-689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
14-Apr-22,34,29,No,Travel_Rarely,1176,Sales,3,Associates Degree,Medical,1,690,STAFF-690,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
12-Sep-22,91,35,No,Travel_Rarely,1017,Research & Development,6,Master's Degree,Life Sciences,1,691,STAFF-691,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
20-Oct-22,95,33,No,Travel_Frequently,1296,Research & Development,6,Bachelor's Degree,Life Sciences,1,692,STAFF-692,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7
03-Nov-22,146,54,No,Travel_Rarely,397,Human Resources,19,Master's Degree,Medical,1,698,STAFF-698,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
18-Nov-22,76,36,No,Travel_Rarely,913,Research & Development,9,Associates Degree,Medical,1,699,STAFF-699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
30-Jan-21,34,27,No,Travel_Rarely,1115,Research & Development,3,Master's Degree,Medical,1,700,STAFF-700,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1
19-Oct-21,83,20,Yes,Travel_Rarely,1362,Research & Development,10,High School,Medical,1,701,STAFF-701,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1
28-Oct-22,56,33,Yes,Travel_Frequently,1076,Research & Development,3,Bachelor's Degree,Life Sciences,1,702,STAFF-702,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7
19-Jan-23,49,35,No,Non-Travel,727,Research & Development,3,Bachelor's Degree,Life Sciences,1,704,STAFF-704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0
03-Oct-21,41,23,No,Travel_Rarely,885,Research & Development,4,Bachelor's Degree,Medical,1,705,STAFF-705,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
25-Feb-22,117,25,No,Travel_Rarely,810,Sales,8,Bachelor's Degree,Life Sciences,1,707,STAFF-707,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
18-Jun-22,76,38,No,Travel_Rarely,243,Sales,7,Master's Degree,Marketing,1,709,STAFF-709,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
13-May-21,30,29,No,Travel_Frequently,806,Research & Development,1,Master's Degree,Life Sciences,1,710,STAFF-710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8
19-Jun-21,31,48,No,Travel_Rarely,817,Sales,2,High School,Marketing,1,712,STAFF-712,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
28-Jul-21,38,27,No,Travel_Frequently,1410,Sales,3,High School,Medical,1,714,STAFF-714,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4
29-Sep-21,143,37,No,Travel_Rarely,1225,Research & Development,10,Associates Degree,Life Sciences,1,715,STAFF-715,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
19-Nov-22,209,50,No,Travel_Rarely,1207,Research & Development,28,High School,Medical,1,716,STAFF-716,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
01-Mar-21,76,34,No,Travel_Rarely,1442,Research & Development,9,Bachelor's Degree,Medical,1,717,STAFF-717,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
29-Dec-21,52,24,Yes,Travel_Rarely,693,Sales,3,Associates Degree,Life Sciences,1,720,STAFF-720,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
23-Apr-22,45,39,No,Travel_Rarely,408,Research & Development,2,Master's Degree,Technical Degree,1,721,STAFF-721,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10
12-Feb-21,103,32,No,Travel_Rarely,929,Sales,10,Bachelor's Degree,Marketing,1,722,STAFF-722,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
03-Jun-21,145,50,Yes,Travel_Frequently,562,Sales,8,Associates Degree,Technical Degree,1,723,STAFF-723,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3
14-Jun-21,26,38,No,Travel_Rarely,827,Research & Development,1,Master's Degree,Life Sciences,1,724,STAFF-724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
29-Nov-21,26,27,No,Travel_Rarely,608,Research & Development,1,Associates Degree,Life Sciences,1,725,STAFF-725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7
28-Jan-22,52,32,No,Travel_Rarely,1018,Research & Development,3,Associates Degree,Life Sciences,1,727,STAFF-727,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
30-Jul-22,139,47,No,Travel_Rarely,703,Sales,14,Master's Degree,Marketing,1,728,STAFF-728,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
02-Jan-23,82,40,No,Travel_Frequently,580,Sales,5,Master's Degree,Life Sciences,1,729,STAFF-729,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12
10-Aug-21,104,53,No,Travel_Rarely,970,Research & Development,7,Bachelor's Degree,Life Sciences,1,730,STAFF-730,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
07-Aug-22,163,41,No,Travel_Rarely,427,Human Resources,10,Master's Degree,Human Resources,1,731,STAFF-731,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
17-May-21,157,60,No,Travel_Rarely,1179,Sales,16,Master's Degree,Marketing,1,732,STAFF-732,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
09-Nov-21,147,27,No,Travel_Frequently,294,Research & Development,10,Associates Degree,Life Sciences,1,733,STAFF-733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7
30-Dec-21,28,41,No,Travel_Rarely,314,Human Resources,1,Bachelor's Degree,Human Resources,1,734,STAFF-734,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
06-Sep-22,85,50,No,Travel_Rarely,316,Sales,8,Master's Degree,Marketing,1,738,STAFF-738,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
22-Dec-22,26,28,Yes,Travel_Rarely,654,Research & Development,1,Associates Degree,Life Sciences,1,741,STAFF-741,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
20-Sep-21,114,36,No,Non-Travel,427,Research & Development,8,Bachelor's Degree,Life Sciences,1,742,STAFF-742,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
01-Oct-21,26,38,No,Travel_Rarely,168,Research & Development,1,Bachelor's Degree,Life Sciences,1,743,STAFF-743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
24-Oct-21,178,44,No,Non-Travel,381,Research & Development,24,Bachelor's Degree,Medical,1,744,STAFF-744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
